"police_department","state","ORI","civilian_complaints_sustained_2020","civilian_complaints_reported_2020","discrimination_complaints_reported_2020","discrimination_complaints_sustained_2020"
"Clay County","MN","MN0140000",0,1,0,0
"Clearwater County","MN","MN0150000",0,6,0,0
"Cook County","MN","MN0160000",0,0,0,0
"Cottonwood County","MN","MN0170000",0,0,0,0
"Crow Wing County","MN","MN0180000",2,5,0,0
"Dakota County","MN","MN0190000",0,4,0,0
"Dodge County","MN","MN0200000",0,0,0,0
"Douglas County","MN","MN0210000",1,1,0,0
"Faribault County","MN","MN0220000",0,0,0,0
"Filmore County","MN","MN0230000",0,0,0,0
"Freeborn County","MN","MN0240000",0,0,0,0
"Goodhue County","MN","MN0250000",3,10,0,0
"Grant County","MN","MN0260000",0,0,0,0
"Hennepin County","MN","MN0270000",5,8,1,0
"Houston County","MN","MN0280000",1,2,0,0
"Hubbard County","MN","MN0290000",0,4,0,0
"Isanti County","MN","MN0300000",3,5,1,1
"Itasca County","MN","MN0310000",0,0,0,0
"Jackson County","MN","MN0320000",0,0,0,0
"Kanabec County","MN","MN0330000",0,0,0,0
"Kandiyohi County","MN","MN0340000",1,1,0,0
"Kittson County","MN","MN0350000",0,0,0,0
"Koochiching County","MN","MN0360000",0,0,0,0
"Lac Qui Parle County","MN","MN0370000",0,1,0,0
"Lake County","MN","MN0380000",0,0,0,0
"Lake Of The Woods County","MN","MN0390000",0,0,0,0
"Le Sueur County","MN","MN0400000",0,0,0,0
"Lincoln County","MN","MN0410000",0,0,0,0
"Lyon County","MN","MN0420000",0,1,0,0
"Mahnomen County","MN","MN0440000",0,1,0,0
"Marshall County","MN","MN0450000",0,0,0,0
"Martin County","MN","MN0460000",0,0,0,0
"Mcleod County","MN","MN0430000",0,0,0,0
"Meeker County","MN","MN0470000",0,2,0,0
"Morrison County","MN","MN0490000",0,2,1,0
"Mower County","MN","MN0500000",0,0,0,0
"Murray County","MN","MN0510000",0,0,0,0
"Nicollet County","MN","MN0520000",0,0,0,0
"Nobles County","MN","MN0530000",0,0,0,0
"Norman County","MN","MN0540000",0,0,0,0
"Olmsted County","MN","MN0550000",1,1,0,0
"Otter Tail County","MN","MN0560000",1,3,0,0
"Pennington County","MN","MN0570000",0,0,0,0
"Pine County","MN","MN0580000",2,8,0,0
"Pipestone County","MN","MN0590000",0,0,0,0
"Polk County","MN","MN0600000",0,0,0,0
"Pope County","MN","MN0610000",5,5,0,0
"Ramsey County","MN","MN0620000",9,29,0,0
"Red Lake County","MN","MN0630000",1,2,1,0
"Redwood County","MN","MN0640000",0,0,0,0
"Renville County","MN","MN0650000",0,2,0,0
"Rice County","MN","MN0660000",0,0,0,0
"Rock County","MN","MN0670000",0,0,0,0
"Roseau County","MN","MN0680000",2,6,0,0
"Scott County","MN","MN0700000",0,2,0,0
"St. Louis County","MN","MN0690000",1,1,0,0
"Sibley County","MN","MN0720000",0,1,0,0
"","","",0,NA,0,0
"Stearns County","MN","MN0730000",6,15,3,0
"Steele County","MN","MN0740000",0,0,0,0
"Stevens County","MN","MN0750000",0,0,0,0
"Swift County","MN","MN0760000",0,3,0,0
"Todd County","MN","MN0770000",0,0,0,0
"Traverse County","MN","MN0780000",0,0,0,0
"Wabasha County","MN","MN0790000",0,0,0,0
"Wadena County","MN","MN0800000",0,2,0,0
"Waseca County","MN","MN0810000",0,0,0,0
"Washington County","MN","MN0820000",0,2,0,0
"Watonwan County","MN","MN0830000",2,2,0,0
"Wilkin County","MN","MN0840000",0,0,0,0
"Winona County","MN","MN0850000",0,0,0,0
"Wright County","MN","MN0860000",6,11,0,0
"Yellow Medicine County","MN","MN0870000",0,0,0,0
"Jacksonville","NC","NC0670100",0,NA,0,0
"Plano","TX","TX0430600",4,63,2,0
"Pittsburgh","PA","PAPPD0000",27,325,20,0
"Toledo","OH","OH0480700",8,12,0,0
"Citrus County","FL","FL0090000",1,30,0,0
"North Las Vegas","NV","NV0020200",4,19,3,0
"King County","WA","WA0170000",17,337,0,0
"Coalinga State Hospital Police Department","CA","CA010M100",1,35,0,0
"Los Angeles School Police Department","CA","CA0190B00",0,7,0,0
"El Camino Community College Police Department","CA","CA0190C00",0,0,0,0
"Pasadena City College Police Department","CA","CA0190R00",0,0,0,0
"Elk Grove","CA","CA0340H00",4,7,0,0
"Alameda County","CA","CA0010000",4,23,3,0
"Alameda","CA","CA0010100",1,2,0,0
"Albany","CA","CA0010200",0,4,0,0
"Berkeley","CA","CA0010300",1,15,2,0
"Emeryville","CA","CA0010400",0,8,0,0
"Fremont","CA","CA0010500",0,5,1,0
"Hayward","CA","CA0010600",0,17,4,0
"Livermore","CA","CA0010700",2,6,1,0
"Newark","CA","CA0010800",0,3,0,0
"Oakland","CA","CA0010900",216,1414,112,0
"Piedmont","CA","CA0011000",0,2,0,0
"Pleasanton","CA","CA0011100",0,5,0,0
"San Leandro","CA","CA0011200",0,9,2,0
"Union","CA","CA0011300",3,9,3,0
"East Bay Regional Park Dist. Police Department","CA","CA0011400",1,6,0,0
"Csu East Bay, University Police","CA","CA0011500",0,0,0,0
"Uc Berkeley, University Police","CA","CA0019700",0,3,0,0
"Alpine County","CA","CA0020000",0,0,0,0
"Amador County","CA","CA0030000",0,9,0,0
"Ione","CA","CA0030200",0,0,0,0
"Jackson","CA","CA0030300",0,2,0,0
"Sutter Creek","CA","CA0030500",0,0,0,0
"Butte County","CA","CA0040000",2,35,0,0
"Chico","CA","CA0040200",0,20,0,0
"Gridley","CA","CA0040300",0,5,0,0
"Oroville","CA","CA0040400",0,2,0,0
"Paradise Town","CA","CA0040500",0,0,0,0
"Csu Chico, University Police","CA","CA0049700",0,2,1,0
"Calaveras County","CA","CA0050000",1,9,0,0
"Angels","CA","CA0050100",1,3,0,0
"Colusa County","CA","CA0060000",0,0,0,0
"Colusa","CA","CA0060100",0,0,0,0
"Williams","CA","CA0060200",0,1,0,0
"Contra Costa County","CA","CA0070000",1,5,1,0
"Antioch","CA","CA0070100",1,24,2,0
"Brentwood","CA","CA0070200",0,29,3,0
"Clayton","CA","CA0070300",0,2,1,0
"Concord","CA","CA0070400",1,26,0,0
"El Cerrito","CA","CA0070500",0,9,1,0
"Hercules","CA","CA0070600",0,4,3,0
"Pinole","CA","CA0070700",0,0,0,0
"Pittsburg","CA","CA0070800",0,10,1,0
"Pleasant Hill","CA","CA0070900",0,5,2,0
"Richmond","CA","CA0071000",1,13,0,0
"San Pablo","CA","CA0071100",0,10,2,0
"Walnut Creek","CA","CA0071200",0,10,2,0
"Kensington Police Protection And Comm Services Dis","CA","CA0071300",0,0,0,0
"Martinez","CA","CA0071400",0,0,0,0
"Moraga Town","CA","CA0071600",1,1,0,0
"Bay Area Rapit Transit","CA","CA0071800",5,79,13,0
"Contra Costa Community College","CA","CA0072100",0,0,0,0
"San Ramon","CA","CA0072400",1,4,0,0
"Del Norte County","CA","CA0080000",0,0,0,0
"Crescent","CA","CA0080100",0,1,0,0
"El Dorado County","CA","CA0090000",0,12,2,0
"Placerville","CA","CA0090100",0,0,0,0
"South Lake Tahoe","CA","CA0090200",3,6,0,0
"Fresno County","CA","CA0100000",3,20,9,0
"Clovis","CA","CA0100100",0,14,3,0
"Coalinga","CA","CA0100200",3,8,0,0
"Firebaugh","CA","CA0100300",0,1,0,0
"Fowler","CA","CA0100400",0,0,0,0
"Fresno","CA","CA0100500",22,146,12,0
"Huron","CA","CA0100600",0,7,0,0
"Kerman","CA","CA0100700",2,2,0,0
"Kingsburg","CA","CA0100800",0,0,0,0
"Mendota","CA","CA0100900",0,0,0,0
"Orange Cove","CA","CA0101000",0,1,0,0
"Parlier","CA","CA0101100",0,5,0,0
"Reedley","CA","CA0101200",0,0,0,0
"Sanger","CA","CA0101300",5,15,0,0
"Selma","CA","CA0101500",1,2,0,0
"State Center Community","CA","CA0101700",0,0,0,0
"Csu Fresno, University Police","CA","CA0109700",1,3,0,0
"Glenn County","CA","CA0110000",0,0,0,0
"Orland","CA","CA0110100",0,2,0,0
"Willows","CA","CA0110200",0,NA,0,0
"Humboldt County","CA","CA0120000",10,156,6,0
"Arcata","CA","CA0120100",0,1,0,0
"Eureka","CA","CA0120300",1,14,0,0
"Ferndale","CA","CA0120400",0,0,0,0
"Fortuna","CA","CA0120500",0,0,0,0
"Rio Dell","CA","CA0120700",0,1,0,0
"Csu Humboldt, University Police","CA","CA0120800",0,2,0,0
"Imperial County","CA","CA0130000",0,5,1,0
"Brawley","CA","CA0130100",0,2,0,0
"Calexico","CA","CA0130200",0,5,0,0
"Calipatria","CA","CA0130300",0,NA,0,0
"El Centro","CA","CA0130400",3,9,0,0
"Imperial","CA","CA0130600",0,3,0,0
"Westmorland","CA","CA0130700",0,0,0,0
"Inyo County","CA","CA0140000",0,0,0,0
"Bishop","CA","CA0140100",0,1,0,0
"Kern County","CA","CA0150000",7,172,4,0
"Arvin","CA","CA0150100",0,1,0,0
"Bakersfield","CA","CA0150200",2,44,5,0
"Delano","CA","CA0150300",0,6,0,0
"Mcfarland","CA","CA0150500",0,0,0,0
"Ridgecrest","CA","CA0150600",2,5,0,0
"Shafter","CA","CA0150700",0,4,0,0
"Taft","CA","CA0150800",0,0,0,0
"Tehachapi","CA","CA0150900",0,1,0,0
"California","CA","CA0151100",1,2,0,0
"Stallion Springs Cmty Serv Dt","CA","CA0151400",0,0,0,0
"Bear Valley Community Services District","CA","CA0151500",0,0,0,0
"Kern High School Police","CA","CA0152100",1,8,0,0
"Csu Bakersfield, University Police","CA","CA0159700",0,0,0,0
"Kings County","CA","CA0160000",0,2,1,0
"Corcoran","CA","CA0160100",0,0,0,0
"Hanford","CA","CA0160200",0,7,0,0
"Lemoore","CA","CA0160300",0,1,0,0
"Avenal","CA","CA0160700",0,1,0,0
"Lake County","CA","CA0170000",6,9,0,0
"Lakeport","CA","CA0170100",1,2,0,0
"Clearlake","CA","CA0170200",0,5,0,0
"Lassen County","CA","CA0180000",2,11,0,0
"Susanville","CA","CA0180100",0,1,0,0
"Los Angeles County","CA","CA0190000",41,985,71,1
"Alhambra","CA","CA0190100",2,10,2,0
"Arcadia","CA","CA0190200",1,8,1,0
"Azusa","CA","CA0190500",0,8,0,0
"Baldwin Park","CA","CA0190600",0,3,0,0
"Bell","CA","CA0190700",1,6,0,0
"Bell Gardens","CA","CA0190900",0,4,0,0
"Beverly Hills","CA","CA0191000",4,43,11,0
"Burbank","CA","CA0191200",3,27,4,0
"Claremont","CA","CA0191300",1,2,0,0
"Covina","CA","CA0191600",0,3,0,0
"Culver","CA","CA0191800",3,23,6,0
"Downey","CA","CA0192000",2,10,3,0
"El Monte","CA","CA0192200",0,11,0,0
"El Segundo","CA","CA0192300",0,2,1,0
"Gardena","CA","CA0192400",1,7,0,0
"Glendale","CA","CA0192500",0,39,4,0
"Glendora","CA","CA0192600",0,15,1,0
"Hawthorne","CA","CA0192800",0,12,2,0
"Hermosa Beach","CA","CA0192900",0,5,2,0
"Huntington Park","CA","CA0193100",0,11,0,0
"Inglewood","CA","CA0193300",1,10,4,1
"Irwindale","CA","CA0193400",0,0,0,0
"La Verne","CA","CA0193800",0,13,0,0
"Long Beach","CA","CA0194100",0,157,7,0
"Manhattan Beach","CA","CA0194400",0,5,0,0
"Monrovia","CA","CA0194600",0,0,0,0
"Montebello","CA","CA0194700",0,8,0,0
"Monterey Park","CA","CA0194800",1,3,0,0
"Palos Verdes Estates","CA","CA0195100",0,1,0,0
"Pasadena","CA","CA0195300",11,45,0,0
"Pomona","CA","CA0195500",2,65,0,0
"Redondo Beach","CA","CA0195600",0,5,2,0
"San Fernando","CA","CA0196100",0,14,0,0
"San Gabriel","CA","CA0196200",0,1,0,0
"San Marino","CA","CA0196300",0,3,0,0
"Santa Monica","CA","CA0196500",0,4,0,0
"Sierra Madre","CA","CA0196600",0,3,1,0
"Signal Hill","CA","CA0196700",1,11,2,0
"South Gate","CA","CA0196900",0,8,0,0
"South Pasadena","CA","CA0197000",0,9,3,0
"Torrance","CA","CA0197200",0,41,16,0
"Vernon","CA","CA0197300",0,2,0,0
"West Covina","CA","CA0197500",0,5,0,0
"Whittier","CA","CA0197600",3,12,0,0
"Cal Poly Pomona, University Police","CA","CA0197800",0,3,1,0
"Csu Dominguez Hills, University Police","CA","CA0198100",0,0,0,0
"Csu Long Beach, University Police","CA","CA0198200",0,0,0,0
"Csu Los Angeles, University Police","CA","CA0198300",1,2,3,0
"Csu Northridge, University Police","CA","CA0198400",0,2,0,0
"Uc Los Angeles, University Police","CA","CA0199700",0,6,3,0
"Madera County","CA","CA0200000",0,9,0,0
"Chowchilla","CA","CA0200100",0,0,0,0
"Madera","CA","CA0200200",3,10,2,0
"Marin County","CA","CA0210000",0,3,0,0
"Belvedere","CA","CA0210100",0,0,0,0
"Fairfax Town","CA","CA0210300",0,0,0,0
"Mill Valley","CA","CA0210500",0,1,0,0
"Novato","CA","CA0210600",0,3,0,0
"Ross Town","CA","CA0210700",0,0,0,0
"San Rafael","CA","CA0210900",3,27,0,0
"Sausalito","CA","CA0211000",0,0,0,0
"Tiburon Town","CA","CA0211100",0,2,1,0
"Marin Community College Police Department","CA","CA0211300",0,0,0,0
"Central Marin Police Authority","CA","CA0211700",1,2,0,0
"Mariposa County","CA","CA0220000",0,1,0,0
"Mendocino County","CA","CA0230000",0,1,0,0
"Fort Bragg","CA","CA0230100",0,3,0,0
"Ukiah","CA","CA0230300",4,10,0,0
"Willits","CA","CA0230400",0,1,0,0
"Merced County","CA","CA0240000",1,5,0,0
"Atwater","CA","CA0240100",0,3,0,0
"Dos Palos","CA","CA0240200",0,1,0,0
"Gustine","CA","CA0240300",0,1,1,0
"Livingston","CA","CA0240400",0,4,0,0
"Los Banos","CA","CA0240500",0,0,0,0
"Merced","CA","CA0240600",5,8,0,0
"Uc Merced, University Police","CA","CA0241200",0,1,0,0
"Modoc County","CA","CA0250000",2,9,0,0
"Alturas","CA","CA0250100",0,3,0,0
"Mono County","CA","CA0260000",0,2,0,0
"Mammoth Lakes Town","CA","CA0260100",0,0,0,0
"Monterey County","CA","CA0270000",0,13,0,0
"Carmel By The Sea","CA","CA0270100",0,5,0,0
"Del Rey Oaks","CA","CA0270200",0,0,0,0
"Gonzales","CA","CA0270300",0,0,0,0
"Greenfield","CA","CA0270400",1,3,0,0
"King","CA","CA0270500",0,0,0,0
"Monterey","CA","CA0270600",0,7,1,0
"Pacific Grove","CA","CA0270700",1,4,1,1
"Salinas","CA","CA0270800",0,6,3,0
"Sand","CA","CA0270900",2,3,0,0
"Seaside","CA","CA0271000",1,6,0,0
"Soledad","CA","CA0271100",0,1,0,0
"Marina","CA","CA0271200",0,6,0,0
"Monterey Airport Police Department","CA","CA0271400",0,NA,0,0
"Csu Monterey Bay, University Police","CA","CA0271900",1,2,0,0
"Napa County","CA","CA0280000",3,9,3,0
"Calistoga","CA","CA0280100",0,0,0,0
"Napa","CA","CA0280200",0,1,0,0
"St Helena","CA","CA0280300",0,0,0,0
"Napa State Hospital Police Department","CA","CA0280800",0,0,0,0
"Nevada County","CA","CA0290000",2,19,1,0
"Grass Valley","CA","CA0290100",2,6,0,0
"Nevada","CA","CA0290200",0,4,0,0
"Truckee","CA","CA0290800",0,1,0,0
"Orange County","CA","CA0300000",12,61,9,1
"Anaheim","CA","CA0300100",1,74,2,0
"Brea","CA","CA0300200",2,9,1,0
"Buena Park","CA","CA0300300",0,5,1,0
"Costa Mesa","CA","CA0300400",3,10,0,0
"Cypress","CA","CA0300500",1,1,0,0
"La Palma","CA","CA0300600",0,0,0,0
"Fountain Valley","CA","CA0300700",1,10,13,0
"Fullerton","CA","CA0300800",3,29,7,0
"Garden Grove","CA","CA0300900",0,7,0,0
"Huntington Beach","CA","CA0301000",0,20,1,0
"Laguna Beach","CA","CA0301100",1,16,0,0
"La Habra","CA","CA0301200",2,7,1,0
"Los Alamitos","CA","CA0301300",1,2,0,0
"Newport Beach","CA","CA0301400",0,5,0,0
"Orange","CA","CA0301500",0,3,0,0
"Placentia","CA","CA0301600",1,2,0,0
"Santa Ana","CA","CA0301900",0,45,0,0
"Seal Beach","CA","CA0302000",1,2,0,0
"Tustin","CA","CA0302200",5,18,0,0
"Westminster","CA","CA0302400",0,NA,0,0
"Irvine","CA","CA0302600",2,11,1,0
"Csu Fullerton, University Police","CA","CA0302700",0,2,0,0
"Irvine Valley College Police","CA","CA0309600",0,NA,0,0
"Uc Irvine Police Department, University Police","CA","CA0309700",1,4,2,0
"Placer County","CA","CA0310000",1,1,0,0
"Auburn","CA","CA0310100",2,2,0,0
"Ashtaan","CA","CA0310300",0,0,0,0
"Rocklin","CA","CA0310400",1,4,0,0
"Roseville","CA","CA0310500",2,4,0,0
"Union Pacific Railroad","CA","CA0311200",0,4,0,0
"Plumas County","CA","CA0320000",0,0,0,0
"Riverside County","CA","CA0330000",16,33,0,0
"Banning","CA","CA0330100",1,3,0,0
"Beaumont","CA","CA0330200",0,2,0,0
"Blythe","CA","CA0330300",0,0,0,0
"Desert Hot Springs","CA","CA0330600",2,8,1,0
"Hemet","CA","CA0330800",0,9,1,0
"Indio","CA","CA0330900",0,8,0,0
"Palm Springs","CA","CA0331100",0,18,6,0
"Riverside","CA","CA0331300",8,39,1,0
"Corona","CA","CA0331500",0,8,0,0
"Cathedral","CA","CA0332500",3,10,0,0
"Murrieta","CA","CA0334200",1,5,0,0
"Riverside Community College","CA","CA0334400",0,1,0,0
"Uc Riverside, University Police","CA","CA0339700",0,2,0,0
"Folsom","CA","CA0340100",0,7,0,0
"Galt","CA","CA0340200",0,6,0,0
"Isleton","CA","CA0340300",0,NA,0,0
"Sacramento","CA","CA0340400",31,238,14,0
"Csu Sacramento, University Police","CA","CA0340800",0,0,0,0
"Twin Rivers Unified School District Police Department","CA","CA0341400",0,1,0,0
"Cal Expo & State Fair Police Department","CA","CA0342000",0,0,0,0
"Department Of Developmental Services","CA","CA0347700",1,2,1,0
"Citrus Heights","CA","CA0349600",1,17,1,0
"California Highway Patrol","CA","CA0349900",28,295,42,0
"San Benito County","CA","CA0350000",0,0,0,0
"Hollister","CA","CA0350100",0,0,0,0
"San Bernardino County","CA","CA0360000",10,118,71,0
"Barstow","CA","CA0360100",2,11,0,0
"Chino","CA","CA0360200",0,5,2,0
"Colton","CA","CA0360300",0,3,3,0
"Fontana","CA","CA0360400",1,9,2,0
"Montclair","CA","CA0360500",0,2,0,0
"Ontario","CA","CA0360700",1,18,5,0
"Redlands","CA","CA0360800",2,10,2,0
"Rialto","CA","CA0360900",0,5,0,0
"San Bernardino","CA","CA0361000",4,40,0,0
"Upland","CA","CA0361100",0,5,0,0
"Csu San Bernardino, University Police","CA","CA0361400",0,0,0,0
"San Bernardino Usd Police Department","CA","CA0362300",0,0,0,0
"San Bernardino College Police Department","CA","CA0363900",0,0,0,0
"Fontana Unified School District Police Department","CA","CA0365000",0,0,0,0
"Patton State Hospital Police Department","CA","CA0365700",0,0,0,0
"San Diego County","CA","CA0370000",4,204,44,0
"Carlsbad","CA","CA0370100",1,17,5,0
"Chula Vista","CA","CA0370200",2,6,0,0
"Coronado","CA","CA0370300",0,4,0,0
"El Cajon","CA","CA0370500",0,5,0,0
"Escondido","CA","CA0370600",1,10,1,0
"La Mesa","CA","CA0370800",0,1,0,0
"National City","CA","CA0370900",2,4,1,0
"Oceanside","CA","CA0371000",4,23,2,0
"San Diego","CA","CA0371100",45,194,31,0
"Csu San Diego, University Police","CA","CA0371400",0,3,0,0
"San Diego Harbor Police","CA","CA0371500",0,4,2,0
"Csu San Marcos Police Department, University Police","CA","CA0373200",0,0,0,0
"Uc San Diego, Univerisity Police","CA","CA0379700",0,2,0,0
"San Francisco County Sheriff","CA","CA0380000",2,21,2,0
"San Francisco Police Department","CA","CA0380100",45,842,44,6
"Csu San Francisco, University Police","CA","CA0380300",0,0,0,0
"Uc Hastings College Of Law Pd","CA","CA0381600",0,NA,0,0
"Uc San Francisco, University Police","CA","CA0389700",1,4,1,0
"San Joaquin County","CA","CA0390000",1,29,3,0
"Escalon","CA","CA0390100",2,2,0,0
"Lodi","CA","CA0390200",2,4,1,0
"Manteca","CA","CA0390300",4,9,1,0
"Ripon","CA","CA0390400",1,1,0,0
"Stockton","CA","CA0390500",6,12,3,0
"Tracy","CA","CA0390600",1,4,2,0
"Stockton Unified School District","CA","CA0391500",0,0,0,0
"San Luis Obispo County","CA","CA0400000",2,35,5,0
"Arroyo Grande","CA","CA0400100",0,2,0,0
"Grover Beach","CA","CA0400200",1,6,3,0
"Morro Bay","CA","CA0400300",0,0,0,0
"El Paso De Robles","CA","CA0400400",1,4,0,0
"Pismo Beach","CA","CA0400500",1,5,2,0
"San Luis Obispo","CA","CA0400600",1,5,0,0
"Cal Poly San Luis Obispo, Univeristy Police","CA","CA0400700",0,1,1,0
"Atascadero","CA","CA0400800",1,11,0,0
"Atascadero State Hospital Police Department","CA","CA0401600",2,15,1,0
"Cuesta College Police Department","CA","CA0401900",0,0,0,0
"San Mateo County","CA","CA0410000",6,27,2,0
"Atherton Town","CA","CA0410100",0,0,0,0
"Belmont","CA","CA0410200",0,0,0,0
"Brisbane","CA","CA0410300",0,0,0,0
"Burlingame","CA","CA0410400",0,3,0,0
"Colma Town","CA","CA0410500",0,0,0,0
"Daly City","CA","CA0410600",5,12,3,0
"Hillsborough Town","CA","CA0410800",0,0,0,0
"Menlo Park","CA","CA0410900",1,3,0,0
"Pacifica","CA","CA0411100",0,0,0,0
"Redwood","CA","CA0411300",0,8,3,0
"San Bruno","CA","CA0411400",0,8,1,0
"San Mateo","CA","CA0411600",0,9,1,0
"South San Francisco","CA","CA0411700",1,5,0,0
"Broadmoor Police Protection District","CA","CA0411900",0,1,0,0
"Foster","CA","CA0412000",0,5,0,0
"East Palo Alto","CA","CA0412700",2,13,0,0
"Santa Barbara County","CA","CA0420000",1,29,2,0
"Guadalupe","CA","CA0420100",0,0,0,0
"Lompoc","CA","CA0420200",1,2,0,0
"Santa Barbara","CA","CA0420300",1,39,3,0
"Santa Maria","CA","CA0420400",6,27,2,0
"Allan Hancock College Police Department","CA","CA0421100",0,1,0,0
"Uc Santa Barbara, University Police","CA","CA0429700",1,3,0,0
"Santa Clara County","CA","CA0430000",13,51,7,1
"Campbell","CA","CA0430200",1,1,0,0
"Gilroy","CA","CA0430400",0,1,0,0
"Los Altos","CA","CA0430500",1,5,1,0
"Los Gatos Town","CA","CA0430700",0,2,0,0
"Milpitas","CA","CA0430800",0,2,0,0
"Morgan Hill","CA","CA0431000",1,4,1,0
"Mountain View","CA","CA0431100",0,12,1,0
"Palo Alto","CA","CA0431200",0,0,0,0
"Santa Clara","CA","CA0431400",0,21,6,0
"Sunnyvale","CA","CA0431600",1,2,1,0
"Csu San Jose, University Police","CA","CA0431700",0,0,0,0
"San Jose/Evergreen Ccd Police Department","CA","CA0432000",0,0,0,0
"West Valley -Mission College Police Department","CA","CA0432100",0,1,0,0
"Foothill-Deanza College Police Department","CA","CA0432700",0,2,1,0
"Santa Cruz County","CA","CA0440000",0,10,1,0
"Capitola","CA","CA0440100",0,6,4,0
"Santa Cruz","CA","CA0440200",5,36,2,0
"Watsonville","CA","CA0440300",1,11,3,0
"Scotts Valley","CA","CA0440400",0,1,0,0
"Uc Santa Cruz, University Police","CA","CA0449700",0,6,1,0
"Shasta County","CA","CA0450000",0,3,0,0
"Anderson","CA","CA0450100",0,0,0,0
"Redding","CA","CA0450200",2,19,2,0
"Shasta County Marshal","CA","CA0459100",0,0,0,0
"Sierra County","CA","CA0460000",0,0,0,0
"Siskiyou County","CA","CA0470000",1,5,1,0
"Etna","CA","CA0470300",0,0,0,0
"Mount Shasta","CA","CA0470600",1,3,1,0
"Tulelake","CA","CA0470700",0,0,0,0
"Weed","CA","CA0470800",0,5,1,0
"Yreka","CA","CA0470900",0,0,0,0
"Lake Shastina Community Services District","CA","CA0471000",0,0,0,0
"Solano County","CA","CA0480000",0,5,5,1
"Benicia","CA","CA0480100",0,3,0,0
"Dixon","CA","CA0480200",1,5,0,0
"Fairfield","CA","CA0480300",1,24,9,1
"Rio Vista","CA","CA0480400",0,1,1,0
"Suisun","CA","CA0480500",0,15,4,0
"Vacaville","CA","CA0480600",1,27,3,0
"Vallejo","CA","CA0480700",1,45,2,0
"Solano Comm College Pd","CA","CA0481300",0,NA,0,0
"Sonoma County","CA","CA0490000",1,30,1,0
"Cloverdale","CA","CA0490100",0,1,0,0
"Cotati","CA","CA0490200",0,7,0,0
"Healdsburg","CA","CA0490300",0,0,0,0
"Rohnert Park","CA","CA0490400",1,11,4,0
"Santa Rosa","CA","CA0490500",21,74,3,0
"Sebastopol","CA","CA0490600",0,1,0,0
"Petaluma","CA","CA0490800",3,6,1,0
"Csu Sonoma, University Police","CA","CA0490900",0,0,0,0
"Sonoma Co Jr College","CA","CA0491400",0,0,0,0
"Stanislaus County","CA","CA0500000",3,36,4,1
"Ceres","CA","CA0500100",3,8,0,0
"Modesto","CA","CA0500200",1,41,3,0
"Newman","CA","CA0500300",0,1,0,0
"Oakdale","CA","CA0500400",2,8,0,0
"Turlock","CA","CA0500700",0,1,0,0
"Csu Stanislaus, University Police","CA","CA0501000",0,0,0,0
"Sutter County","CA","CA0510000",0,4,0,0
"Yuba","CA","CA0510200",0,1,0,0
"Tehama County","CA","CA0520000",1,3,0,0
"Corning","CA","CA0520100",0,2,0,0
"Red Bluff","CA","CA0520200",0,0,0,0
"Trinity County","CA","CA0530000",0,2,0,0
"Tulare County","CA","CA0540000",4,17,1,0
"Dinuba","CA","CA0540100",0,4,0,0
"Exeter","CA","CA0540200",0,0,0,0
"Farmersville","CA","CA0540300",0,1,0,0
"Lindsay","CA","CA0540400",0,1,0,0
"Porterville","CA","CA0540500",0,2,0,0
"Tulare","CA","CA0540600",0,14,4,0
"Visalia","CA","CA0540700",0,2,0,0
"Woodlake","CA","CA0540800",0,0,0,0
"College Of The Sequoias Police Department","CA","CA0541100",0,0,0,0
"Tuolumne County","CA","CA0550000",3,6,0,0
"Sonora","CA","CA0550100",1,8,0,0
"Ventura County","CA","CA0560000",4,65,15,0
"Oxnard","CA","CA0560400",7,18,0,0
"Port Hueneme","CA","CA0560500",0,3,0,0
"Santa Paula","CA","CA0560600",0,3,0,0
"San Buenaventura","CA","CA0560800",2,12,0,0
"Simi Valley","CA","CA0560900",0,1,1,0
"Csu Channel Island, University Police","CA","CA0562200",0,1,0,0
"Ventura County Community College","CA","CA0568000",0,0,0,0
"Yolo County","CA","CA0570000",0,3,1,0
"Davis","CA","CA0570100",2,7,3,0
"Winters","CA","CA0570200",0,1,0,0
"Woodland","CA","CA0570300",3,30,2,0
"West Sacramento","CA","CA0570400",3,18,4,0
"Uc Davis, University Police","CA","CA0579700",1,2,0,0
"Yuba County","CA","CA0580000",0,7,0,0
"Marysville","CA","CA0580100",0,0,0,0
"Wheatland","CA","CA0580200",0,0,0,0
"Chico Fire Department","CA","CA0600000",0,0,0,0
"Hayward Fire Department","CA","CA0600100",0,NA,0,0
"Kern County Fire Department","CA","CA0600200",0,0,0,0
"Vacaville Fire Department","CA","CA0600300",0,NA,0,0
"Brisbane Fire Department","CA","CA0600400",0,NA,0,0
"Daly City Fire Department","CA","CA0600500",0,NA,0,0
